# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-04-22 18:06:03 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15290000 L SUSITNA R NR PALMER AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15290000
#            TS   parameter     statistic     Description
#           783       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=15290000&ts_ids=783]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	783_00060_00003	783_00060_00003_cd
USGS	15290000	2017-03-16	19.6	A:e
USGS	15290000	2017-03-17	19.6	A:e
USGS	15290000	2017-03-18	19.6	A:e
USGS	15290000	2017-03-19	19.6	A:e
USGS	15290000	2017-03-20	19.6	A:e
USGS	15290000	2017-03-21	19.7	A:e
USGS	15290000	2017-03-22	19.8	A:e
USGS	15290000	2017-03-23	19.8	A:e
USGS	15290000	2017-03-24	19.7	A:e
USGS	15290000	2017-03-25	19.6	A:e
USGS	15290000	2017-03-26	19.6	A:e
USGS	15290000	2017-03-27	19.5	A:e
USGS	15290000	2017-03-28	19.4	A:e
USGS	15290000	2017-03-29	19.4	A:e
USGS	15290000	2017-03-30	19.5	A:e
USGS	15290000	2017-03-31	19.6	A:e
USGS	15290000	2017-04-01	19.6	A:e
USGS	15290000	2017-04-02	19.6	A:e
USGS	15290000	2017-04-03	19.7	A:e
USGS	15290000	2017-04-04	19.9	A:e
USGS	15290000	2017-04-05	20.0	A:e
USGS	15290000	2017-04-06	19.9	A
USGS	15290000	2017-04-07	20.1	A
USGS	15290000	2017-04-08	20.1	A
USGS	15290000	2017-04-09	20.0	A
USGS	15290000	2017-04-10	20.0	A
USGS	15290000	2017-04-11	20.3	A
USGS	15290000	2017-04-12	22.1	A:e
USGS	15290000	2017-04-13	24.2	A:e
USGS	15290000	2017-04-14	25.6	A:e
USGS	15290000	2017-04-15	26.5	A:e
USGS	15290000	2017-04-16	27.0	A
USGS	15290000	2017-04-17	27.6	A:e
USGS	15290000	2017-04-18	28.9	A
USGS	15290000	2017-04-19	29.2	A
USGS	15290000	2017-04-20	29.2	A
USGS	15290000	2017-04-21	30.3	A
USGS	15290000	2017-04-22	33.1	A
USGS	15290000	2017-04-23	35.7	A
USGS	15290000	2017-04-24	35.9	A
USGS	15290000	2017-04-25	35.9	A
USGS	15290000	2017-04-26	39.6	A
USGS	15290000	2017-04-27	43.9	A
USGS	15290000	2017-04-28	51.1	A
USGS	15290000	2017-04-29	45.4	A
USGS	15290000	2017-04-30	45.0	A
USGS	15290000	2017-05-01	46.0	A
USGS	15290000	2017-05-02	46.2	A
USGS	15290000	2017-05-03	46.8	A
USGS	15290000	2017-05-04	45.6	A
USGS	15290000	2017-05-05	48.9	A
USGS	15290000	2017-05-06	57.1	A
USGS	15290000	2017-05-07	56.1	A
USGS	15290000	2017-05-08	52.2	A
USGS	15290000	2017-05-09	72.4	A
USGS	15290000	2017-05-10	78.8	A
USGS	15290000	2017-05-11	100	A
USGS	15290000	2017-05-12	120	A
USGS	15290000	2017-05-13	127	A
USGS	15290000	2017-05-14	117	A
USGS	15290000	2017-05-15	113	A
USGS	15290000	2017-05-16	158	A
USGS	15290000	2017-05-17	168	A
USGS	15290000	2017-05-18	141	A
USGS	15290000	2017-05-19	116	A
USGS	15290000	2017-05-20	105	A
USGS	15290000	2017-05-21	106	A
USGS	15290000	2017-05-22	128	A
USGS	15290000	2017-05-23	114	A
USGS	15290000	2017-05-24	142	A
USGS	15290000	2017-05-25	162	A
USGS	15290000	2017-05-26	122	A
USGS	15290000	2017-05-27	110	A
USGS	15290000	2017-05-28	104	A
USGS	15290000	2017-05-29	107	A
USGS	15290000	2017-05-30	111	A
USGS	15290000	2017-05-31	145	A
USGS	15290000	2017-06-01	208	A
USGS	15290000	2017-06-02	284	A
USGS	15290000	2017-06-03	384	A
USGS	15290000	2017-06-04	457	A
USGS	15290000	2017-06-05	459	A
USGS	15290000	2017-06-06	370	A
USGS	15290000	2017-06-07	422	A
USGS	15290000	2017-06-08	487	A
USGS	15290000	2017-06-09	670	A
USGS	15290000	2017-06-10	564	A
USGS	15290000	2017-06-11	383	A
USGS	15290000	2017-06-12	330	A
USGS	15290000	2017-06-13	320	A
USGS	15290000	2017-06-14	328	A
USGS	15290000	2017-06-15	328	A
USGS	15290000	2017-06-16	338	A
USGS	15290000	2017-06-17	324	A
USGS	15290000	2017-06-18	318	A
USGS	15290000	2017-06-19	307	A
USGS	15290000	2017-06-20	418	A
USGS	15290000	2017-06-21	349	A
USGS	15290000	2017-06-22	347	A
USGS	15290000	2017-06-23	334	A
USGS	15290000	2017-06-24	314	A
USGS	15290000	2017-06-25	347	A
USGS	15290000	2017-06-26	321	A
USGS	15290000	2017-06-27	285	A
USGS	15290000	2017-06-28	256	A
USGS	15290000	2017-06-29	239	A
USGS	15290000	2017-06-30	248	A
USGS	15290000	2017-07-01	241	A
USGS	15290000	2017-07-02	368	A
USGS	15290000	2017-07-03	394	A
USGS	15290000	2017-07-04	364	A
USGS	15290000	2017-07-05	327	A
USGS	15290000	2017-07-06	325	A
USGS	15290000	2017-07-07	363	A
USGS	15290000	2017-07-08	363	A
USGS	15290000	2017-07-09	541	A
USGS	15290000	2017-07-10	377	A
USGS	15290000	2017-07-11	332	A
USGS	15290000	2017-07-12	317	A
USGS	15290000	2017-07-13	370	A
USGS	15290000	2017-07-14	375	A
USGS	15290000	2017-07-15	314	A
USGS	15290000	2017-07-16	293	A
USGS	15290000	2017-07-17	270	A
USGS	15290000	2017-07-18	250	A
USGS	15290000	2017-07-19	237	A
USGS	15290000	2017-07-20	222	A
USGS	15290000	2017-07-21	214	A
USGS	15290000	2017-07-22	207	A
USGS	15290000	2017-07-23	206	A
USGS	15290000	2017-07-24	202	A
USGS	15290000	2017-07-25	210	A
USGS	15290000	2017-07-26	215	A
USGS	15290000	2017-07-27	204	A
USGS	15290000	2017-07-28	213	A
USGS	15290000	2017-07-29	202	A
USGS	15290000	2017-07-30	198	A
USGS	15290000	2017-07-31	207	A
USGS	15290000	2017-08-01	188	A
USGS	15290000	2017-08-02	218	A
USGS	15290000	2017-08-03	450	A
USGS	15290000	2017-08-04	326	A
USGS	15290000	2017-08-05	285	A
USGS	15290000	2017-08-06	259	A
USGS	15290000	2017-08-07	236	A
USGS	15290000	2017-08-08	218	A
USGS	15290000	2017-08-09	202	A
USGS	15290000	2017-08-10	200	A
USGS	15290000	2017-08-11	187	A
USGS	15290000	2017-08-12	213	A
USGS	15290000	2017-08-13	352	A
USGS	15290000	2017-08-14	273	A
USGS	15290000	2017-08-15	237	A
USGS	15290000	2017-08-16	230	A
USGS	15290000	2017-08-17	225	A
USGS	15290000	2017-08-18	219	A
USGS	15290000	2017-08-19	246	A
USGS	15290000	2017-08-20	246	A
USGS	15290000	2017-08-21	250	A
USGS	15290000	2017-08-22	245	A
USGS	15290000	2017-08-23	276	A
USGS	15290000	2017-08-24	362	A
USGS	15290000	2017-08-25	311	A
USGS	15290000	2017-08-26	296	A
USGS	15290000	2017-08-27	263	A
USGS	15290000	2017-08-28	241	A
USGS	15290000	2017-08-29	237	A
USGS	15290000	2017-08-30	218	A
USGS	15290000	2017-08-31	201	A
USGS	15290000	2017-09-01	194	A
USGS	15290000	2017-09-02	175	A
USGS	15290000	2017-09-03	163	A
USGS	15290000	2017-09-04	158	A
USGS	15290000	2017-09-05	166	A
USGS	15290000	2017-09-06	176	A
USGS	15290000	2017-09-07	162	A
USGS	15290000	2017-09-08	151	A
USGS	15290000	2017-09-09	144	A
USGS	15290000	2017-09-10	151	A
USGS	15290000	2017-09-11	168	A
USGS	15290000	2017-09-12	166	A
USGS	15290000	2017-09-13	223	A
USGS	15290000	2017-09-14	261	A
USGS	15290000	2017-09-15	242	A
USGS	15290000	2017-09-16	221	A
USGS	15290000	2017-09-17	202	A
USGS	15290000	2017-09-18	199	A
USGS	15290000	2017-09-19	187	A
USGS	15290000	2017-09-20	176	A
USGS	15290000	2017-09-21	181	A
USGS	15290000	2017-09-22	227	A
USGS	15290000	2017-09-23	287	A
USGS	15290000	2017-09-24	272	A
USGS	15290000	2017-09-25	254	A
USGS	15290000	2017-09-26	233	A
USGS	15290000	2017-09-27	221	A
USGS	15290000	2017-09-28	209	A
USGS	15290000	2017-09-29	197	A
USGS	15290000	2017-09-30	186	A
USGS	15290000	2017-10-01	175	A
USGS	15290000	2017-10-02	169	A
USGS	15290000	2017-10-03	161	A
USGS	15290000	2017-10-04	177	A
USGS	15290000	2017-10-05	217	A
USGS	15290000	2017-10-06	194	A
USGS	15290000	2017-10-07	177	A
USGS	15290000	2017-10-08	184	A
USGS	15290000	2017-10-09	168	A
USGS	15290000	2017-10-10	182	A
USGS	15290000	2017-10-11	205	A
USGS	15290000	2017-10-12	198	A
USGS	15290000	2017-10-13	262	A
USGS	15290000	2017-10-14	222	A
USGS	15290000	2017-10-15	205	A
USGS	15290000	2017-10-16	190	A
USGS	15290000	2017-10-17	182	A
USGS	15290000	2017-10-18	172	A
USGS	15290000	2017-10-19	151	A
USGS	15290000	2017-10-20	134	A
USGS	15290000	2017-10-21	155	A
USGS	15290000	2017-10-22	145	A
USGS	15290000	2017-10-23	136	A
USGS	15290000	2017-10-24	131	A
USGS	15290000	2017-10-25	126	A
USGS	15290000	2017-10-26	133	A
USGS	15290000	2017-10-27	151	A
USGS	15290000	2017-10-28	135	A
USGS	15290000	2017-10-29	122	A
USGS	15290000	2017-10-30	169	A
USGS	15290000	2017-10-31	156	A
USGS	15290000	2017-11-01	131	A
USGS	15290000	2017-11-02	121	A
USGS	15290000	2017-11-03	115	A
USGS	15290000	2017-11-04	109	A
USGS	15290000	2017-11-05	106	A
USGS	15290000	2017-11-06	93.1	A
USGS	15290000	2017-11-07	84.5	A
USGS	15290000	2017-11-08	80.3	A:e
USGS	15290000	2017-11-09	79.5	A:e
USGS	15290000	2017-11-10	63.1	A:e
USGS	15290000	2017-11-11	30.3	A:e
USGS	15290000	2017-11-12	16.5	A:e
USGS	15290000	2017-11-13	12.1	A:e
USGS	15290000	2017-11-14	12.6	A:e
USGS	15290000	2017-11-15	18.3	A:e
USGS	15290000	2017-11-16	38.7	A:e
USGS	15290000	2017-11-17	61.3	A:e
USGS	15290000	2017-11-18	65.4	A:e
USGS	15290000	2017-11-19	59.6	A:e
USGS	15290000	2017-11-20	54.1	A:e
USGS	15290000	2017-11-21	51.4	A:e
USGS	15290000	2017-11-22	50.7	A:e
USGS	15290000	2017-11-23	50.5	A:e
USGS	15290000	2017-11-24	50.3	A:e
USGS	15290000	2017-11-25	50.2	A:e
USGS	15290000	2017-11-26	50.1	A:e
USGS	15290000	2017-11-27	50.0	A:e
USGS	15290000	2017-11-28	50.0	A:e
USGS	15290000	2017-11-29	50.0	A:e
USGS	15290000	2017-11-30	49.9	A:e
USGS	15290000	2017-12-01	49.9	A:e
USGS	15290000	2017-12-02	49.9	A:e
USGS	15290000	2017-12-03	49.9	A:e
USGS	15290000	2017-12-04	49.8	A:e
USGS	15290000	2017-12-05	49.8	A:e
USGS	15290000	2017-12-06	49.7	A:e
USGS	15290000	2017-12-07	50.2	A:e
USGS	15290000	2017-12-08	49.7	A
USGS	15290000	2017-12-09	48.6	A
USGS	15290000	2017-12-10	48.1	A
USGS	15290000	2017-12-11	48.0	A
USGS	15290000	2017-12-12	46.6	A
USGS	15290000	2017-12-13	46.3	A
USGS	15290000	2017-12-14	45.4	A
USGS	15290000	2017-12-15	44.8	A
USGS	15290000	2017-12-16	44.4	A
USGS	15290000	2017-12-17	43.1	A
USGS	15290000	2017-12-18	42.5	A:e
USGS	15290000	2017-12-19	44.1	A:e
USGS	15290000	2017-12-20	42.6	A
USGS	15290000	2017-12-21	39.8	A:e
USGS	15290000	2017-12-22	38.4	A:e
USGS	15290000	2017-12-23	37.8	A:e
USGS	15290000	2017-12-24	37.9	A:e
USGS	15290000	2017-12-25	38.1	A:e
USGS	15290000	2017-12-26	36.7	A:e
USGS	15290000	2017-12-27	36.1	A:e
USGS	15290000	2017-12-28	36.2	A:e
USGS	15290000	2017-12-29	36.2	A:e
USGS	15290000	2017-12-30	36.3	A:e
USGS	15290000	2017-12-31	36.3	A:e
USGS	15290000	2018-01-01	36.7	A:e
USGS	15290000	2018-01-02	37.1	A
USGS	15290000	2018-01-03	36.7	A
USGS	15290000	2018-01-04	35.8	A
USGS	15290000	2018-01-05	32.3	A:e
USGS	15290000	2018-01-06	30.5	A:e
USGS	15290000	2018-01-07	29.6	A:e
USGS	15290000	2018-01-08	29.0	A:e
USGS	15290000	2018-01-09	28.5	A:e
USGS	15290000	2018-01-10	28.0	A:e
USGS	15290000	2018-01-11	29.0	A:e
USGS	15290000	2018-01-12	30.3	A:e
USGS	15290000	2018-01-13	31.4	A:e
USGS	15290000	2018-01-14	32.1	A:e
USGS	15290000	2018-01-15	32.1	A
USGS	15290000	2018-01-16	32.0	A
USGS	15290000	2018-01-17	31.5	A
USGS	15290000	2018-01-18	31.1	A
USGS	15290000	2018-01-19	29.6	A:e
USGS	15290000	2018-01-20	27.1	A:e
USGS	15290000	2018-01-21	25.0	A:e
USGS	15290000	2018-01-22	23.6	A:e
USGS	15290000	2018-01-23	22.8	A:e
USGS	15290000	2018-01-24	22.1	A:e
USGS	15290000	2018-01-25	21.8	A:e
USGS	15290000	2018-01-26	21.6	A:e
USGS	15290000	2018-01-27	21.4	A:e
USGS	15290000	2018-01-28	21.4	A:e
USGS	15290000	2018-01-29	21.4	A:e
USGS	15290000	2018-01-30	21.4	A:e
USGS	15290000	2018-01-31	21.4	A:e
USGS	15290000	2018-02-01	21.4	A:e
USGS	15290000	2018-02-02	21.4	A:e
USGS	15290000	2018-02-03	21.4	A:e
USGS	15290000	2018-02-04	21.4	A:e
USGS	15290000	2018-02-05	21.4	A:e
USGS	15290000	2018-02-06	21.4	A:e
USGS	15290000	2018-02-07	21.4	A:e
USGS	15290000	2018-02-08	21.4	A:e
USGS	15290000	2018-02-09	21.4	A:e
USGS	15290000	2018-02-10	21.4	A:e
USGS	15290000	2018-02-11	21.4	A:e
USGS	15290000	2018-02-12	21.4	A:e
USGS	15290000	2018-02-13	21.4	A:e
USGS	15290000	2018-02-14	21.4	A:e
USGS	15290000	2018-02-15	21.4	A:e
USGS	15290000	2018-02-16	21.4	A:e
USGS	15290000	2018-02-17	21.4	A:e
USGS	15290000	2018-02-18	21.4	A:e
USGS	15290000	2018-02-19	21.4	A:e
USGS	15290000	2018-02-20	21.4	A:e
USGS	15290000	2018-02-21	21.4	A:e
USGS	15290000	2018-02-22	21.4	A:e
USGS	15290000	2018-02-23	21.4	A:e
USGS	15290000	2018-02-24	21.4	A:e
USGS	15290000	2018-02-25	21.4	A:e
USGS	15290000	2018-02-26	21.4	A:e
USGS	15290000	2018-02-27	21.4	A:e
USGS	15290000	2018-02-28	21.4	A:e
USGS	15290000	2018-03-01	21.4	A:e
USGS	15290000	2018-03-02	21.4	A:e
USGS	15290000	2018-03-03	21.4	A:e
USGS	15290000	2018-03-04	21.4	A:e
USGS	15290000	2018-03-05	21.4	A:e
USGS	15290000	2018-03-06	21.4	A:e
USGS	15290000	2018-03-07	21.4	A:e
USGS	15290000	2018-03-08	21.4	A:e
USGS	15290000	2018-03-09	21.4	A:e
USGS	15290000	2018-03-10	21.5	A:e
USGS	15290000	2018-03-11	21.5	A:e
USGS	15290000	2018-03-12	21.6	A:e
USGS	15290000	2018-03-13	21.9	A:e
USGS	15290000	2018-03-14	22.4	A:e
USGS	15290000	2018-03-15	23.0	A:e
USGS	15290000	2018-03-16	23.9	A:e
USGS	15290000	2018-03-17	25.1	A:e
USGS	15290000	2018-03-18	26.2	A:e
USGS	15290000	2018-03-19	26.3	A:e
USGS	15290000	2018-03-20	26.3	A:e
USGS	15290000	2018-03-21	25.2	A
USGS	15290000	2018-03-22	25.0	A
USGS	15290000	2018-03-23	25.0	A
USGS	15290000	2018-03-24	24.7	A
USGS	15290000	2018-03-25	24.6	A:e
USGS	15290000	2018-03-26	24.6	A:e
USGS	15290000	2018-03-27	24.5	A:e
USGS	15290000	2018-03-28	24.4	A:e
USGS	15290000	2018-03-29	24.3	A:e
USGS	15290000	2018-03-30	24.1	A
USGS	15290000	2018-03-31	23.9	A
USGS	15290000	2018-04-01	23.9	A
USGS	15290000	2018-04-02	23.9	A
USGS	15290000	2018-04-03	23.7	A
USGS	15290000	2018-04-04	23.5	A
USGS	15290000	2018-04-05	23.5	A
USGS	15290000	2018-04-06	23.4	A
USGS	15290000	2018-04-07	23.9	A
USGS	15290000	2018-04-08	24.9	A
USGS	15290000	2018-04-09	26.4	A
USGS	15290000	2018-04-10	27.4	A
USGS	15290000	2018-04-11	29.1	A
USGS	15290000	2018-04-12	31.7	A
USGS	15290000	2018-04-13	32.3	A
USGS	15290000	2018-04-14	33.1	A
USGS	15290000	2018-04-15	34.7	A
USGS	15290000	2018-04-16	35.4	A
USGS	15290000	2018-04-17	34.7	A
USGS	15290000	2018-04-18	33.8	A
USGS	15290000	2018-04-19	34.1	A
USGS	15290000	2018-04-20	36.2	A
USGS	15290000	2018-04-21	35.1	A
USGS	15290000	2018-04-22	35.2	A
USGS	15290000	2018-04-23	38.1	A
USGS	15290000	2018-04-24	39.5	A
USGS	15290000	2018-04-25	35.6	A
USGS	15290000	2018-04-26	34.3	A
USGS	15290000	2018-04-27	33.3	A
USGS	15290000	2018-04-28	32.3	A
USGS	15290000	2018-04-29	33.7	A
USGS	15290000	2018-04-30	38.2	A
USGS	15290000	2018-05-01	41.5	A
USGS	15290000	2018-05-02	37.3	A
USGS	15290000	2018-05-03	35.3	A
USGS	15290000	2018-05-04	35.0	A
USGS	15290000	2018-05-05	35.7	A
USGS	15290000	2018-05-06	38.0	A
USGS	15290000	2018-05-07	42.6	A
USGS	15290000	2018-05-08	51.4	A
USGS	15290000	2018-05-09	66.6	A
USGS	15290000	2018-05-10	112	A
USGS	15290000	2018-05-11	133	A
USGS	15290000	2018-05-12	104	A
USGS	15290000	2018-05-13	94.8	A
USGS	15290000	2018-05-14	101	A
USGS	15290000	2018-05-15	113	A
USGS	15290000	2018-05-16	106	A
USGS	15290000	2018-05-17	122	A
USGS	15290000	2018-05-18	166	A
USGS	15290000	2018-05-19	184	A
USGS	15290000	2018-05-20	175	A
USGS	15290000	2018-05-21	206	A
USGS	15290000	2018-05-22	234	A
USGS	15290000	2018-05-23	245	A
USGS	15290000	2018-05-24	245	A
USGS	15290000	2018-05-25	258	A
USGS	15290000	2018-05-26	300	A
USGS	15290000	2018-05-27	378	A
USGS	15290000	2018-05-28	480	A
USGS	15290000	2018-05-29	607	A
USGS	15290000	2018-05-30	581	A
USGS	15290000	2018-05-31	547	A
USGS	15290000	2018-06-01	579	A
USGS	15290000	2018-06-02	670	A
USGS	15290000	2018-06-03	742	A
USGS	15290000	2018-06-04	800	A
USGS	15290000	2018-06-05	817	A
USGS	15290000	2018-06-06	874	A
USGS	15290000	2018-06-07	905	A
USGS	15290000	2018-06-08	876	A
USGS	15290000	2018-06-09	953	A
USGS	15290000	2018-06-10	1080	A
USGS	15290000	2018-06-11	1740	A
USGS	15290000	2018-06-12	1210	A
USGS	15290000	2018-06-13	946	A
USGS	15290000	2018-06-14	926	A
USGS	15290000	2018-06-15	1110	A
USGS	15290000	2018-06-16	1410	A
USGS	15290000	2018-06-17	1270	A
USGS	15290000	2018-06-18	1310	A
USGS	15290000	2018-06-19	1250	A
USGS	15290000	2018-06-20	1160	A
USGS	15290000	2018-06-21	1170	A
USGS	15290000	2018-06-22	1030	A
USGS	15290000	2018-06-23	937	A
USGS	15290000	2018-06-24	905	A
USGS	15290000	2018-06-25	830	A
USGS	15290000	2018-06-26	783	A
USGS	15290000	2018-06-27	769	A
USGS	15290000	2018-06-28	712	A
USGS	15290000	2018-06-29	675	A
USGS	15290000	2018-06-30	713	A
USGS	15290000	2018-07-01	757	A
USGS	15290000	2018-07-02	872	A
USGS	15290000	2018-07-03	932	A
USGS	15290000	2018-07-04	945	A
USGS	15290000	2018-07-05	927	A
USGS	15290000	2018-07-06	875	A
USGS	15290000	2018-07-07	848	A
USGS	15290000	2018-07-08	936	A
USGS	15290000	2018-07-09	877	A
USGS	15290000	2018-07-10	635	A
USGS	15290000	2018-07-11	602	A
USGS	15290000	2018-07-12	533	A
USGS	15290000	2018-07-13	488	A
USGS	15290000	2018-07-14	446	A
USGS	15290000	2018-07-15	454	A
USGS	15290000	2018-07-16	484	A
USGS	15290000	2018-07-17	714	A
USGS	15290000	2018-07-18	573	A
USGS	15290000	2018-07-19	499	A
USGS	15290000	2018-07-20	478	A
USGS	15290000	2018-07-21	481	A
USGS	15290000	2018-07-22	489	A
USGS	15290000	2018-07-23	454	A
USGS	15290000	2018-07-24	399	A
USGS	15290000	2018-07-25	392	A
USGS	15290000	2018-07-26	390	A
USGS	15290000	2018-07-27	352	A
USGS	15290000	2018-07-28	321	A
USGS	15290000	2018-07-29	302	A
USGS	15290000	2018-07-30	292	A
USGS	15290000	2018-07-31	288	A
USGS	15290000	2018-08-01	296	A
USGS	15290000	2018-08-02	348	A
USGS	15290000	2018-08-03	329	A
USGS	15290000	2018-08-04	292	A
USGS	15290000	2018-08-05	343	A
USGS	15290000	2018-08-06	2130	A
USGS	15290000	2018-08-07	2450	A
USGS	15290000	2018-08-08	1660	A
USGS	15290000	2018-08-09	1290	A
USGS	15290000	2018-08-10	900	A
USGS	15290000	2018-08-11	732	A
USGS	15290000	2018-08-12	834	A
USGS	15290000	2018-08-13	962	A
USGS	15290000	2018-08-14	1420	A
USGS	15290000	2018-08-15	1230	A
USGS	15290000	2018-08-16	1010	A
USGS	15290000	2018-08-17	881	A
USGS	15290000	2018-08-18	719	A
USGS	15290000	2018-08-19	626	A
USGS	15290000	2018-08-20	569	A
USGS	15290000	2018-08-21	740	A
USGS	15290000	2018-08-22	750	A
USGS	15290000	2018-08-23	688	A
USGS	15290000	2018-08-24	780	A
USGS	15290000	2018-08-25	802	A
USGS	15290000	2018-08-26	986	A
USGS	15290000	2018-08-27	1930	A
USGS	15290000	2018-08-28	1280	A
USGS	15290000	2018-08-29	922	A
USGS	15290000	2018-08-30	1000	A
USGS	15290000	2018-08-31	858	A
USGS	15290000	2018-09-01	705	A
USGS	15290000	2018-09-02	601	A
USGS	15290000	2018-09-03	513	A
USGS	15290000	2018-09-04	448	A
USGS	15290000	2018-09-05	391	A
USGS	15290000	2018-09-06	346	A
USGS	15290000	2018-09-07	315	A
USGS	15290000	2018-09-08	288	A
USGS	15290000	2018-09-09	266	A
USGS	15290000	2018-09-10	244	A
USGS	15290000	2018-09-11	228	A
USGS	15290000	2018-09-12	216	A
USGS	15290000	2018-09-13	206	A
USGS	15290000	2018-09-14	194	A
USGS	15290000	2018-09-15	185	A
USGS	15290000	2018-09-16	175	A
USGS	15290000	2018-09-17	169	A
USGS	15290000	2018-09-18	162	A
USGS	15290000	2018-09-19	158	A
USGS	15290000	2018-09-20	151	A
USGS	15290000	2018-09-21	144	A
USGS	15290000	2018-09-22	235	A
USGS	15290000	2018-09-23	212	A
USGS	15290000	2018-09-24	281	A
USGS	15290000	2018-09-25	392	A
USGS	15290000	2018-09-26	298	A
USGS	15290000	2018-09-27	265	A
USGS	15290000	2018-09-28	242	A
USGS	15290000	2018-09-29	237	A
USGS	15290000	2018-09-30	229	A
USGS	15290000	2018-10-01	216	A
USGS	15290000	2018-10-02	204	A
USGS	15290000	2018-10-03	193	A
USGS	15290000	2018-10-04	184	A
USGS	15290000	2018-10-05	175	A
USGS	15290000	2018-10-06	166	A
USGS	15290000	2018-10-07	160	A
USGS	15290000	2018-10-08	154	A
USGS	15290000	2018-10-09	147	A
USGS	15290000	2018-10-10	157	A
USGS	15290000	2018-10-11	184	A
USGS	15290000	2018-10-12	152	A
USGS	15290000	2018-10-13	153	A
USGS	15290000	2018-10-14	145	A
USGS	15290000	2018-10-15	139	A
USGS	15290000	2018-10-16	193	A
USGS	15290000	2018-10-17	213	A
USGS	15290000	2018-10-18	194	A
USGS	15290000	2018-10-19	187	A
USGS	15290000	2018-10-20	193	A
USGS	15290000	2018-10-21	178	A
USGS	15290000	2018-10-22	169	A
USGS	15290000	2018-10-23	166	A
USGS	15290000	2018-10-24	160	A
USGS	15290000	2018-10-25	153	A
USGS	15290000	2018-10-26	145	A
USGS	15290000	2018-10-27	139	A
USGS	15290000	2018-10-28	139	A
USGS	15290000	2018-10-29	136	A
USGS	15290000	2018-10-30	120	A
USGS	15290000	2018-10-31	104	A:e
USGS	15290000	2018-11-01	99.4	A:e
USGS	15290000	2018-11-02	94.5	A:e
USGS	15290000	2018-11-03	91.5	A:e
USGS	15290000	2018-11-04	87.5	A:e
USGS	15290000	2018-11-05	82.0	A:e
USGS	15290000	2018-11-06	82.4	A:e
USGS	15290000	2018-11-07	102	A:e
USGS	15290000	2018-11-08	117	A:e
USGS	15290000	2018-11-09	103	A:e
USGS	15290000	2018-11-10	94.6	A
USGS	15290000	2018-11-11	122	A
USGS	15290000	2018-11-12	118	A
USGS	15290000	2018-11-13	103	A
USGS	15290000	2018-11-14	94.3	A
USGS	15290000	2018-11-15	87.2	A:e
USGS	15290000	2018-11-16	90.5	A:e
USGS	15290000	2018-11-17	87.8	A
USGS	15290000	2018-11-18	90.4	A
USGS	15290000	2018-11-19	87.1	A
USGS	15290000	2018-11-20	82.5	A
USGS	15290000	2018-11-21	80.5	A
USGS	15290000	2018-11-22	72.7	A:e
USGS	15290000	2018-11-23	68.6	A:e
USGS	15290000	2018-11-24	66.2	A:e
USGS	15290000	2018-11-25	72.4	A:e
USGS	15290000	2018-11-26	74.1	A:e
USGS	15290000	2018-11-27	72.6	A
USGS	15290000	2018-11-28	70.5	A
USGS	15290000	2018-11-29	68.4	A
USGS	15290000	2018-11-30	73.2	A
USGS	15290000	2018-12-01	87.4	A
USGS	15290000	2018-12-02	81.8	A
USGS	15290000	2018-12-03	82.7	A
USGS	15290000	2018-12-04	77.9	A:e
USGS	15290000	2018-12-05	80.5	A:e
USGS	15290000	2018-12-06	79.4	A
USGS	15290000	2018-12-07	78.5	A
USGS	15290000	2018-12-08	77.8	A
USGS	15290000	2018-12-09	74.9	A
USGS	15290000	2018-12-10	75.4	A
USGS	15290000	2018-12-11	77.5	A
USGS	15290000	2018-12-12	70.5	A
USGS	15290000	2018-12-13	73.9	A
USGS	15290000	2018-12-14	74.0	A:e
USGS	15290000	2018-12-15	72.4	A:e
USGS	15290000	2018-12-16	72.5	A:e
USGS	15290000	2018-12-17	72.9	A:e
USGS	15290000	2018-12-18	70.6	A
USGS	15290000	2018-12-19	65.2	A:e
USGS	15290000	2018-12-20	63.4	A:e
USGS	15290000	2018-12-21	62.9	A:e
USGS	15290000	2018-12-22	62.4	A:e
USGS	15290000	2018-12-23	61.8	A:e
USGS	15290000	2018-12-24	61.2	A:e
USGS	15290000	2018-12-25	60.8	A:e
USGS	15290000	2018-12-26	60.0	A:e
USGS	15290000	2018-12-27	58.1	A
USGS	15290000	2018-12-28	56.4	A
USGS	15290000	2018-12-29	55.7	A
USGS	15290000	2018-12-30	54.8	A
